unique_id	uniprot_domain
Q8IYM0_chainsaw_003	661-862
Q8IYM1_chainsaw_001	41-309
Q8IYM2_chainsaw_001	4-116_318-342
Q8IYM2_chainsaw_002	127-314
Q8IYM2_chainsaw_003	352-573
Q8IYM9_chainsaw_001	3-86
Q8IYM9_chainsaw_002	106-163
Q8IYM9_chainsaw_003	164-261
Q8IYM9_chainsaw_004	283-494
Q8IYN0_chainsaw_001	21-312
Q8IYN0_chainsaw_002	317-396
Q8IYN0_chainsaw_003	401-536
Q8IYN6_chainsaw_001	5-49
Q8IYP2_chainsaw_001	31-240
Q8IYP9_chainsaw_001	27-87
Q8IYP9_chainsaw_002	90-192_286-404
Q8IYQ7_chainsaw_001	49-224
Q8IYQ7_chainsaw_002	231-344_471-714
Q8IYQ7_chainsaw_003	350-470_715-742
Q8IYR0_chainsaw_001	5-90
Q8IYR0_chainsaw_002	94-201
Q8IYR0_chainsaw_003	211-370
Q8IYR0_chainsaw_004	378-504
Q8IYR2_chainsaw_001	6-62_265-503
Q8IYR2_chainsaw_002	66-203
Q8IYR2_chainsaw_003	211-264_504-606
Q8IYR2_chainsaw_004	607-794
Q8IYR6_chainsaw_001	87-232
Q8IYR6_chainsaw_002	273-313
Q8IYS0_chainsaw_001	39-209
Q8IYS0_chainsaw_002	328-502
Q8IYS0_chainsaw_003	545-658
Q8IYS1_chainsaw_001	19-196_315-434
Q8IYS1_chainsaw_002	202-309
Q8IYS2_chainsaw_001	1-38
Q8IYS2_chainsaw_002	59-339
Q8IYS2_chainsaw_003	340-585
Q8IYS5_chainsaw_001	34-123
Q8IYS5_chainsaw_002	126-217
Q8IYS8_chainsaw_001	28-151
Q8IYT1_chainsaw_001	27-179_523-529
Q8IYT2_chainsaw_001	15-429
Q8IYT2_chainsaw_002	444-768
Q8IYT3_chainsaw_001	32-684
Q8IYT4_chainsaw_001	1-83
Q8IYT4_chainsaw_002	223-419
Q8IYT4_chainsaw_003	425-535
Q8IYT8_chainsaw_001	2-272
Q8IYT8_chainsaw_002	815-1033
Q8IYU2_chainsaw_001	1-352
Q8IYU2_chainsaw_002	353-535
Q8IYU2_chainsaw_003	551-786
Q8IYU2_chainsaw_004	793-902
Q8IYU4_chainsaw_001	30-100
Q8IYU4_chainsaw_002	169-306_412-472
Q8IYU8_chainsaw_001	7-7_9-27_77-264
Q8IYU8_chainsaw_002	265-396
Q8IYV9_chainsaw_001	22-149
Q8IYV9_chainsaw_002	160-253
Q8IYW2_chainsaw_001	1-455
Q8IYW2_chainsaw_002	461-926
Q8IYW2_chainsaw_003	932-1397
Q8IYW2_chainsaw_004	201-476
Q8IYW2_chainsaw_005	485-932_935-946
Q8IYW2_chainsaw_006	933-934_947-1348
Q8IYW2_chainsaw_007	1421-1544
Q8IYW2_chainsaw_008	403-455
Q8IYW2_chainsaw_009	461-926
Q8IYW2_chainsaw_010	932-1348
Q8IYW2_chainsaw_011	1421-1797
Q8IYW2_chainsaw_012	647-731
Q8IYW2_chainsaw_013	734-1144_1150-1160
Q8IYW2_chainsaw_014	1145-1149_1161-1525
Q8IYW2_chainsaw_015	1532-1867
Q8IYW2_chainsaw_016	1868-1978
Q8IYW2_chainsaw_017	822-1308
Q8IYW2_chainsaw_018	1309-1352_1411-1865
Q8IYW2_chainsaw_019	1866-2188
Q8IYW2_chainsaw_020	1002-1348
Q8IYW2_chainsaw_021	1421-1859
Q8IYW2_chainsaw_022	1865-2163
Q8IYW2_chainsaw_023	2168-2374
Q8IYW2_chainsaw_024	1201-1381_1398-1551_1577-1650
Q8IYW2_chainsaw_025	1651-1968_2539-2547
Q8IYW2_chainsaw_026	1969-2213
Q8IYW2_chainsaw_027	2216-2538_2576-2597
Q8IYW2_chainsaw_028	1421-1865
Q8IYW2_chainsaw_029	1866-2213
Q8IYW2_chainsaw_030	2216-2515_2699-2714
Q8IYW4_chainsaw_001	1-162
Q8IYW5_chainsaw_001	11-93
Q8IYX0_chainsaw_001	18-70
Q8IYX0_chainsaw_002	171-268
Q8IYX0_chainsaw_003	269-337
Q8IYX0_chainsaw_004	338-403
Q8IYX1_chainsaw_001	6-71
Q8IYX1_chainsaw_002	80-195
Q8IYX1_chainsaw_003	196-335
Q8IYX3_chainsaw_001	70-136
Q8IYX3_chainsaw_002	187-503_505-511
Q8IYX4_chainsaw_001	16-133
Q8IYX4_chainsaw_002	139-228
Q8IYX4_chainsaw_003	240-337
Q8IYX8_chainsaw_001	50-403
Q8IYY4_chainsaw_001	35-407
Q8IYY4_chainsaw_002	432-683
Q8IZ02_chainsaw_001	51-457
Q8IZ07_chainsaw_001	12-102
Q8IZ07_chainsaw_002	103-268_359-499
Q8IZ07_chainsaw_003	269-358
Q8IZ07_chainsaw_004	520-589
Q8IZ08_chainsaw_001	31-392
Q8IZ08_chainsaw_002	393-470
Q8IZ13_chainsaw_001	9-82
Q8IZ13_chainsaw_002	87-148_578-593
Q8IZ13_chainsaw_003	149-272_537-572
Q8IZ13_chainsaw_004	275-463
Q8IZ13_chainsaw_005	472-536
Q8IZ16_chainsaw_001	1-188
Q8IZ20_chainsaw_001	313-485
Q8IZ26_chainsaw_001	5-91
Q8IZ26_chainsaw_002	195-414
Q8IZ26_chainsaw_003	419-557
Q8IZ40_chainsaw_001	86-195
Q8IZ40_chainsaw_002	267-317
Q8IZ40_chainsaw_003	318-392
Q8IZ41_chainsaw_001	4-76
Q8IZ41_chainsaw_002	124-372
Q8IZ41_chainsaw_003	541-724
Q8IZ52_chainsaw_001	112-345
Q8IZ52_chainsaw_002	372-490
Q8IZ52_chainsaw_003	508-772_774-774
Q8IZ57_chainsaw_001	29-164
Q8IZ69_chainsaw_001	74-143
Q8IZ69_chainsaw_002	180-235_409-588
Q8IZ69_chainsaw_003	242-404
Q8IZ73_chainsaw_001	125-217
Q8IZ73_chainsaw_002	218-302_511-538
Q8IZ73_chainsaw_003	303-434
Q8IZ73_chainsaw_004	451-503
Q8IZ81_chainsaw_001	1-113
Q8IZ81_chainsaw_002	114-283
Q8IZ83_chainsaw_001	26-273_471-487
Q8IZ83_chainsaw_002	277-470
Q8IZ83_chainsaw_003	530-797
Q8IZ96_chainsaw_001	21-146
Q8IZA0_chainsaw_001	54-133
Q8IZA0_chainsaw_002	307-398
Q8IZA0_chainsaw_003	416-496
Q8IZA0_chainsaw_004	511-592
Q8IZA0_chainsaw_005	607-687
Q8IZA0_chainsaw_006	701-783
Q8IZA0_chainsaw_007	792-934
Q8IZA3_chainsaw_001	55-127
Q8IZC4_chainsaw_001	19-282
Q8IZC4_chainsaw_002	283-398
Q8IZC4_chainsaw_003	427-474
Q8IZC6_chainsaw_001	23-27_29-29_41-227_1652-1859
Q8IZC7_chainsaw_001	6-125
Q8IZC7_chainsaw_002	169-360
Q8IZC7_chainsaw_003	366-417
Q8IZD0_chainsaw_001	323-416
Q8IZD2_chainsaw_001	134-136_166-190_239-239_243-243_245-487
Q8IZD4_chainsaw_001	7-141
Q8IZD6_chainsaw_001	3-45_104-272
Q8IZD6_chainsaw_002	48-101
Q8IZD6_chainsaw_003	296-479
Q8IZD9_chainsaw_001	3-195
Q8IZD9_chainsaw_002	215-600
Q8IZD9_chainsaw_003	607-1192
Q8IZD9_chainsaw_004	1193-1628
Q8IZE3_chainsaw_001	11-245
Q8IZE3_chainsaw_002	248-413
Q8IZF0_chainsaw_001	36-170_339-344_503-602
Q8IZF0_chainsaw_002	171-338_1320-1331_1449-1453
Q8IZF0_chainsaw_003	375-502_1019-1163
Q8IZF0_chainsaw_004	606-824_827-827
Q8IZF0_chainsaw_005	825-826_828-1018_1332-1448
Q8IZF0_chainsaw_006	1170-1319_1454-1528
Q8IZF0_chainsaw_007	1529-1724
Q8IZF2_chainsaw_001	74-166
Q8IZF2_chainsaw_002	170-269
Q8IZF2_chainsaw_003	275-365
Q8IZF2_chainsaw_004	372-468
Q8IZF2_chainsaw_005	473-563
Q8IZF2_chainsaw_006	572-726
Q8IZF2_chainsaw_007	727-997
Q8IZF2_chainsaw_008	1007-1281
Q8IZF3_chainsaw_001	95-394
Q8IZF3_chainsaw_002	396-663
Q8IZF4_chainsaw_001	3-235
Q8IZF4_chainsaw_002	242-526
Q8IZF5_chainsaw_001	237-330_482-517
Q8IZF5_chainsaw_002	337-481
Q8IZF5_chainsaw_003	521-760
Q8IZF5_chainsaw_004	768-1061
Q8IZF6_chainsaw_001	1-222
Q8IZF6_chainsaw_002	2242-2381
Q8IZF6_chainsaw_003	2389-2437
Q8IZF6_chainsaw_004	2455-2729
Q8IZF6_chainsaw_005	2737-3006
Q8IZF6_chainsaw_006	2243-2246_2249-2261_2265-2273_2275-2278_2285-2381
Q8IZF6_chainsaw_007	2242-2597
Q8IZF6_chainsaw_008	2242-2441
Q8IZF6_chainsaw_009	2455-2729
Q8IZF6_chainsaw_010	2737-2798
Q8IZF6_chainsaw_011	2242-2381
Q8IZF6_chainsaw_012	2389-2437
Q8IZF6_chainsaw_013	2455-2729
Q8IZF6_chainsaw_014	2737-2997
Q8IZF7_chainsaw_001	152-439
Q8IZF7_chainsaw_002	441-701
Q8IZH2_chainsaw_001	6-347_441-656
Q8IZH2_chainsaw_002	348-440
Q8IZH2_chainsaw_003	667-839
Q8IZH2_chainsaw_004	849-906_1048-1180
Q8IZH2_chainsaw_005	911-1046
Q8IZH2_chainsaw_006	1442-1507
Q8IZI9_chainsaw_001	39-194
Q8IZJ0_chainsaw_001	44-198
Q8IZJ1_chainsaw_001	49-150
Q8IZJ1_chainsaw_002	151-244
Q8IZJ1_chainsaw_003	248-297
Q8IZJ1_chainsaw_004	319-405
Q8IZJ1_chainsaw_005	544-688_843-941
Q8IZJ1_chainsaw_006	692-827
Q8IZJ3_chainsaw_001	32-126_649-650
Q8IZJ3_chainsaw_002	129-225_583-648_725-801
Q8IZJ3_chainsaw_003	229-340
Q8IZJ3_chainsaw_004	345-582_667-698
Q8IZJ3_chainsaw_005	805-931
Q8IZJ3_chainsaw_006	935-946_1099-1496
Q8IZJ3_chainsaw_007	951-1090
Q8IZJ3_chainsaw_008	1497-1679
Q8IZJ4_chainsaw_001	16-114
Q8IZJ4_chainsaw_002	215-468
Q8IZJ6_chainsaw_001	54-226
Q8IZK6_chainsaw_001	41-71_281-519
Q8IZK6_chainsaw_002	72-273
Q8IZL8_chainsaw_001	1-409
Q8IZL8_chainsaw_002	425-631
Q8IZL9_chainsaw_001	4-85_308-342
Q8IZL9_chainsaw_002	86-299
Q8IZM0_chainsaw_001	2-78
Q8IZM8_chainsaw_001	1-363
Q8IZM8_chainsaw_002	370-480
Q8IZM8_chainsaw_003	544-613
Q8IZM8_chainsaw_004	730-871
Q8IZM8_chainsaw_005	1036-1112
Q8IZM9_chainsaw_001	47-455
Q8IZN3_chainsaw_001	39-120_179-179_182-316
Q8IZN3_chainsaw_002	125-178_180-181
Q8IZN7_chainsaw_001	2-66
Q8IZP0_chainsaw_001	1-111
Q8IZP0_chainsaw_002	449-502
Q8IZP1_chainsaw_001	1-215
Q8IZP1_chainsaw_002	230-356
Q8IZP2_chainsaw_001	3-38
Q8IZP2_chainsaw_002	104-239
Q8IZP6_chainsaw_001	197-232
Q8IZP6_chainsaw_002	266-321
Q8IZP7_chainsaw_001	131-421
Q8IZP7_chainsaw_002	422-469
Q8IZP9_chainsaw_001	12-60_618-895
Q8IZP9_chainsaw_002	120-233
Q8IZP9_chainsaw_003	374-614
Q8IZQ1_chainsaw_001	4-459_464-468
Q8IZQ1_chainsaw_002	460-463_469-798_844-926
Q8IZQ1_chainsaw_003	927-1029
Q8IZQ1_chainsaw_004	1045-1396
Q8IZQ1_chainsaw_005	1811-2262
Q8IZQ1_chainsaw_006	2273-2446
Q8IZQ1_chainsaw_007	2522-2663
Q8IZQ1_chainsaw_008	2694-2961
Q8IZQ1_chainsaw_009	3001-3195
Q8IZQ1_chainsaw_010	2001-2261
Q8IZQ1_chainsaw_011	2304-2446
Q8IZQ1_chainsaw_012	2520-2663
Q8IZQ1_chainsaw_013	2694-2959
Q8IZQ1_chainsaw_014	3001-3254_3394-3397
Q8IZQ1_chainsaw_015	2201-2260
Q8IZQ1_chainsaw_016	2304-2446
Q8IZQ1_chainsaw_017	2522-2664
Q8IZQ1_chainsaw_018	2694-2959
Q8IZQ1_chainsaw_019	3001-3253_3384-3439
Q8IZQ1_chainsaw_020	3474-3520
Q8IZQ1_chainsaw_021	201-650
Q8IZQ1_chainsaw_022	651-799_838-1034_1400-1400_1402-1406
Q8IZQ1_chainsaw_023	1045-1396
Q8IZQ1_chainsaw_024	1401-1401_1407-1593
Q8IZQ1_chainsaw_025	401-777
Q8IZQ1_chainsaw_026	849-1037_1399-1507
Q8IZQ1_chainsaw_027	1045-1396
Q8IZQ1_chainsaw_028	1515-1781
Q8IZQ1_chainsaw_029	602-807_838-945
Q8IZQ1_chainsaw_030	1019-1033_1399-1574
Q8IZQ1_chainsaw_031	1045-1396
Q8IZQ1_chainsaw_032	1580-1899
Q8IZQ1_chainsaw_033	849-1036_1399-1506
Q8IZQ1_chainsaw_034	1045-1396
Q8IZQ1_chainsaw_035	1507-1543
Q8IZQ1_chainsaw_036	1545-1852
Q8IZQ1_chainsaw_037	1863-2199
Q8IZQ1_chainsaw_038	1021-1023_1031-1396
Q8IZQ1_chainsaw_039	1401-1406_2301-2301_2357-2393
Q8IZQ1_chainsaw_040	1407-1755_2302-2352
Q8IZQ1_chainsaw_041	1756-2264
Q8IZQ1_chainsaw_042	1208-1386
Q8IZQ1_chainsaw_043	1403-1763_2301-2352
Q8IZQ1_chainsaw_044	1764-2261
Q8IZQ1_chainsaw_045	2520-2578
Q8IZQ1_chainsaw_046	1401-1761_2301-2343
Q8IZQ1_chainsaw_047	1762-2264
Q8IZQ1_chainsaw_048	2344-2446
Q8IZQ1_chainsaw_049	2522-2716
Q8IZQ1_chainsaw_050	2761-2797
Q8IZQ1_chainsaw_051	1601-1723_1745-1973
Q8IZQ1_chainsaw_052	1974-2262
Q8IZQ1_chainsaw_053	2304-2451
Q8IZQ1_chainsaw_054	2522-2699
Q8IZQ1_chainsaw_055	2700-2959
Q8IZQ8_chainsaw_001	7-27_44-78_80-138
Q8IZR5_chainsaw_001	47-182
Q8IZS5_chainsaw_001	104-229
Q8IZS6_chainsaw_001	97-196
Q8IZS7_chainsaw_001	1-90
Q8IZS7_chainsaw_002	122-165
Q8IZS8_chainsaw_001	39-84_625-834
Q8IZS8_chainsaw_002	85-249_447-539_542-542
Q8IZS8_chainsaw_003	250-445
Q8IZS8_chainsaw_004	543-621
Q8IZS8_chainsaw_005	835-910_965-1044
Q8IZT6_chainsaw_001	38-141
Q8IZT6_chainsaw_002	368-403
Q8IZT6_chainsaw_003	683-715_968-1285
Q8IZT6_chainsaw_004	727-947
Q8IZT6_chainsaw_005	1801-3197
Q8IZT6_chainsaw_006	2003-3399
Q8IZT6_chainsaw_007	2202-3473
Q8IZT6_chainsaw_008	354-685_1231-1597
Q8IZT6_chainsaw_009	694-715_965-1227
Q8IZT6_chainsaw_010	727-947
Q8IZT6_chainsaw_011	685-692_697-748_758-764_768-768_776-776_779-780_782-784_786-788_794-800_802-802_804-805_839-844_846-881_883-889_891-897_899-899_905-905_907-939_1199-1199_1219-1797
Q8IZT6_chainsaw_012	694-696_749-757_765-767_769-775_777-778_781-781_953-1198_1200-1218
Q8IZT6_chainsaw_013	785-785_789-793_801-801_803-803_806-838_845-845_882-882_890-890_898-898_900-904_906-906_940-947
Q8IZT6_chainsaw_014	685-690_1067-1068_1070-1076_1079-1079_1095-1095_1098-1102_1135-1142_1153-1963
Q8IZT6_chainsaw_015	694-1066_1069-1069_1088-1094_1096-1097_1103-1134_1143-1151
Q8IZT6_chainsaw_016	1964-1994
Q8IZT6_chainsaw_017	806-1060
Q8IZT6_chainsaw_018	1063-1063_1117-1118_1133-1138_1140-1142_1146-1146_1148-1150_1152-1155_1157-1158_1160-1160_1165-1166_1168-1169_1171-1171_1184-1184_1191-1192_1203-1204_1207-1208_1223-2197
Q8IZT6_chainsaw_019	1064-1116_1119-1132_1139-1139_1143-1145_1147-1147_1151-1151_1156-1156_1159-1159_1161-1164_1167-1167_1170-1170_1172-1183_1185-1190_1193-1202_1205-1206_1209-1222
Q8IZT6_chainsaw_020	1002-1287
Q8IZT6_chainsaw_021	1290-2396
Q8IZT6_chainsaw_022	1202-2552
Q8IZT6_chainsaw_023	1401-2756
Q8IZT6_chainsaw_024	1601-2996
Q8IZT8_chainsaw_001	83-339
Q8IZT9_chainsaw_001	1-162
Q8IZU1_chainsaw_001	12-329
Q8IZU2_chainsaw_001	15-22_937-1306
Q8IZU2_chainsaw_002	29-36_392-695
Q8IZU2_chainsaw_003	46-388
Q8IZU2_chainsaw_004	699-914
Q8IZU3_chainsaw_001	17-235
Q8IZU8_chainsaw_001	37-391
Q8IZU8_chainsaw_002	409-754
Q8IZU8_chainsaw_003	768-822
Q8IZU8_chainsaw_004	854-1205
Q8IZU9_chainsaw_001	36-144
Q8IZU9_chainsaw_002	151-246
Q8IZU9_chainsaw_003	247-331
Q8IZU9_chainsaw_004	332-418
Q8IZU9_chainsaw_005	419-516
Q8IZU9_chainsaw_006	534-628
Q8IZV2_chainsaw_001	34-172
Q8IZV5_chainsaw_001	11-320_326-339
Q8IZW8_chainsaw_001	374-410_429-543
Q8IZW8_chainsaw_002	579-713
Q8IZX4_chainsaw_001	38-116
Q8IZX4_chainsaw_002	612-817_894-1000_1070-1149
Q8IZX4_chainsaw_003	818-893
Q8IZX4_chainsaw_004	1014-1066
Q8IZX4_chainsaw_005	1150-1262
Q8IZX4_chainsaw_006	1316-1518
Q8IZX4_chainsaw_007	1522-1651
Q8IZY2_chainsaw_001	1-51_540-775
Q8IZY2_chainsaw_002	59-534_1421-1516
Q8IZY2_chainsaw_003	537-539_1267-1420
Q8IZY2_chainsaw_004	795-1023
Q8IZY2_chainsaw_005	1024-1155_2012-2102
Q8IZY2_chainsaw_006	1213-1266_1520-1757
Q8IZY2_chainsaw_007	1774-2011
Q8IZY5_chainsaw_001	5-106
Q8J025_chainsaw_001	51-272
Q8J025_chainsaw_002	293-466
Q8MH63_chainsaw_001	52-179
Q8N0S2_chainsaw_001	29-287
Q8N0S6_chainsaw_001	46-210
Q8N0S6_chainsaw_002	215-343
Q8N0T1_chainsaw_001	35-98
Q8N0U2_chainsaw_001	7-92
Q8N0U2_chainsaw_002	101-187
Q8N0U4_chainsaw_001	62-317
Q8N0U4_chainsaw_002	323-388
Q8N0U6_chainsaw_001	9-116
Q8N0U7_chainsaw_001	149-264
Q8N0U7_chainsaw_002	296-394
Q8N0U7_chainsaw_003	474-544
Q8N0U8_chainsaw_001	13-171
Q8N0V3_chainsaw_001	87-199
Q8N0V3_chainsaw_002	241-294
Q8N0V4_chainsaw_001	40-207
Q8N0V4_chainsaw_002	217-542
Q8N0V5_chainsaw_001	2-81
Q8N0V5_chainsaw_002	90-219_265-400
Q8N0V5_chainsaw_003	223-263
Q8N0W3_chainsaw_001	11-328
Q8N0W3_chainsaw_002	333-541
Q8N0W3_chainsaw_003	542-689
Q8N0W3_chainsaw_004	690-914_1067-1072
Q8N0W3_chainsaw_005	919-1063
Q8N0W4_chainsaw_001	44-359
Q8N0W4_chainsaw_002	366-597
Q8N0W5_chainsaw_001	54-211
Q8N0W5_chainsaw_002	215-275
Q8N0W7_chainsaw_001	66-251
Q8N0X2_chainsaw_001	73-201
Q8N0X2_chainsaw_002	202-307
Q8N0X2_chainsaw_003	326-630
Q8N0X4_chainsaw_001	47-284
Q8N0X4_chainsaw_002	288-337
Q8N0X7_chainsaw_001	11-97
Q8N0X7_chainsaw_002	199-335
Q8N0X7_chainsaw_003	418-627
Q8N0Y2_chainsaw_001	19-99
Q8N0Y2_chainsaw_002	179-300
Q8N0Y3_chainsaw_001	11-315
Q8N0Y5_chainsaw_001	11-308
Q8N0Y7_chainsaw_001	4-248
Q8N0Z2_chainsaw_001	12-161
Q8N0Z2_chainsaw_002	164-277
Q8N0Z2_chainsaw_003	294-379
Q8N0Z3_chainsaw_001	39-756
Q8N0Z6_chainsaw_001	1-263
Q8N0Z6_chainsaw_002	267-427
Q8N0Z8_chainsaw_001	12-114
Q8N0Z8_chainsaw_002	125-284
Q8N0Z9_chainsaw_001	30-121
Q8N0Z9_chainsaw_002	122-221
Q8N0Z9_chainsaw_003	229-308
Q8N0Z9_chainsaw_004	312-406
Q8N100_chainsaw_001	30-141
Q8N103_chainsaw_001	90-277
Q8N103_chainsaw_002	578-630
Q8N104_chainsaw_001	1-56
Q8N108_chainsaw_001	26-73
Q8N108_chainsaw_002	205-373
Q8N109_chainsaw_001	30-117
Q8N109_chainsaw_002	118-216
Q8N111_chainsaw_001	69-148
Q8N112_chainsaw_001	70-161
Q8N114_chainsaw_001	7-140
Q8N118_chainsaw_001	31-116_382-415
Q8N118_chainsaw_002	130-381_419-505
Q8N119_chainsaw_001	50-117
Q8N119_chainsaw_002	175-326
Q8N119_chainsaw_003	335-566
Q8N122_chainsaw_001	57-399
Q8N122_chainsaw_002	407-686_953-978
Q8N122_chainsaw_003	983-1329
Q8N123_chainsaw_001	145-293
Q8N126_chainsaw_001	34-127
Q8N126_chainsaw_002	134-229
Q8N126_chainsaw_003	230-314
Q8N127_chainsaw_001	12-291
Q8N128_chainsaw_001	57-125
Q8N129_chainsaw_001	37-198
Q8N130_chainsaw_001	58-250_318-492
Q8N130_chainsaw_002	493-596
Q8N135_chainsaw_001	31-203
Q8N135_chainsaw_002	207-534
Q8N136_chainsaw_001	2-75
Q8N136_chainsaw_002	84-414
Q8N137_chainsaw_001	36-836
Q8N138_chainsaw_001	12-149
Q8N139_chainsaw_001	8-56_215-420
Q8N139_chainsaw_002	62-214_883-1001
Q8N139_chainsaw_003	470-700
Q8N139_chainsaw_004	701-787_1501-1596
Q8N139_chainsaw_005	812-825_1233-1500
Q8N139_chainsaw_006	829-882_1008-1221
Q8N140_chainsaw_001	25-108
Q8N140_chainsaw_002	116-161
Q8N140_chainsaw_003	212-321
Q8N141_chainsaw_001	8-112
Q8N141_chainsaw_002	170-366
Q8N141_chainsaw_003	367-529
Q8N142_chainsaw_001	33-102_243-455
Q8N142_chainsaw_002	103-133_234-242
Q8N142_chainsaw_003	135-233
Q8N143_chainsaw_001	12-202
Q8N143_chainsaw_002	328-425_427-435
Q8N144_chainsaw_001	1-216
Q8N145_chainsaw_001	219-545
Q8N146_chainsaw_001	12-311
Q8N148_chainsaw_001	9-312
Q8N149_chainsaw_001	30-116
Q8N149_chainsaw_002	117-214
Q8N149_chainsaw_003	218-316
Q8N149_chainsaw_004	317-417
Q8N157_chainsaw_001	7-216
Q8N157_chainsaw_002	343-538
Q8N157_chainsaw_003	600-934
Q8N157_chainsaw_004	1055-1114
Q8N158_chainsaw_001	32-95_224-310_384-486
Q8N158_chainsaw_002	96-223_311-351
Q8N159_chainsaw_001	98-373
Q8N159_chainsaw_002	377-520
Q8N162_chainsaw_001	12-311
Q8N163_chainsaw_001	55-115
Q8N163_chainsaw_002	237-452_498-562
Q8N163_chainsaw_003	575-782
Q8N165_chainsaw_001	8-120
Q8N165_chainsaw_002	125-338
Q8N183_chainsaw_001	2-120
Q8N184_chainsaw_001	8-95
Q8N184_chainsaw_002	103-443
Q8N184_chainsaw_003	449-506
Q8N184_chainsaw_004	513-640
Q8N187_chainsaw_001	205-376
Q8N187_chainsaw_002	419-485
Q8N196_chainsaw_001	15-207
Q8N196_chainsaw_002	210-260
Q8N196_chainsaw_003	484-566
Q8N1A0_chainsaw_001	221-281
Q8N1A6_chainsaw_001	2-195
Q8N1B3_chainsaw_001	22-132
Q8N1B3_chainsaw_002	141-246
Q8N1B4_chainsaw_001	1-175
Q8N1B4_chainsaw_002	179-287
Q8N1B4_chainsaw_003	288-524
Q8N1B4_chainsaw_004	530-719
Q8N1C3_chainsaw_001	61-268
Q8N1C3_chainsaw_002	270-464
Q8N1D0_chainsaw_001	11-68
Q8N1D5_chainsaw_001	31-74
Q8N1D5_chainsaw_002	75-173
Q8N1E2_chainsaw_001	3-191
Q8N1E6_chainsaw_001	5-400
Q8N1F7_chainsaw_001	3-150
Q8N1F7_chainsaw_002	180-553
Q8N1F7_chainsaw_003	565-818
Q8N1F8_chainsaw_001	6-328
Q8N1F8_chainsaw_002	536-664
Q8N1F8_chainsaw_003	790-934
Q8N1F8_chainsaw_004	935-1081
Q8N1G0_chainsaw_001	411-606
Q8N1G0_chainsaw_002	685-782_833-882
Q8N1G0_chainsaw_003	783-829
Q8N1G1_chainsaw_001	815-898
Q8N1G1_chainsaw_002	914-1220
Q8N1G2_chainsaw_001	176-539
Q8N1G2_chainsaw_002	554-833
Q8N1G4_chainsaw_001	11-260
Q8N1G4_chainsaw_002	307-581
Q8N1H7_chainsaw_001	3-242
Q8N1I0_chainsaw_001	3-189
Q8N1I0_chainsaw_002	199-575
Q8N1I0_chainsaw_003	582-1123_1129-1138
Q8N1I0_chainsaw_004	1125-1128_1139-1587
Q8N1K5_chainsaw_001	3-58_229-275
Q8N1K5_chainsaw_002	59-228
Q8N1K5_chainsaw_003	283-547
Q8N1L1_chainsaw_001	112-161
Q8N1L4_chainsaw_001	5-104
Q8N1L4_chainsaw_002	112-339
Q8N1M1_chainsaw_001	6-98_232-295
Q8N1M1_chainsaw_002	99-231_306-322
Q8N1N0_chainsaw_001	13-15_27-474
Q8N1N0_chainsaw_002	475-577
Q8N1N4_chainsaw_001	109-425
Q8N1P7_chainsaw_001	987-1070_1156-1346
Q8N1P7_chainsaw_002	1074-1154
Q8N1P7_chainsaw_003	1357-1523
Q8N1P7_chainsaw_004	1530-1660
Q8N1Q1_chainsaw_001	14-259
Q8N1Q8_chainsaw_001	38-238
Q8N1S5_chainsaw_001	7-105_186-341
Q8N1T3_chainsaw_001	2-412_531-636
Q8N1T3_chainsaw_002	413-530
Q8N1T3_chainsaw_003	637-747
Q8N1T3_chainsaw_004	748-832
Q8N1T3_chainsaw_005	835-1028
Q8N1V2_chainsaw_001	16-329
Q8N1V2_chainsaw_002	335-615
Q8N1V8_chainsaw_001	11-105
Q8N1W1_chainsaw_001	2-93_228-282
Q8N1W1_chainsaw_002	95-220
Q8N1W1_chainsaw_003	342-373_800-1059
Q8N1W1_chainsaw_004	623-742_1456-1530
Q8N1W1_chainsaw_005	1060-1189
Q8N1W1_chainsaw_006	1199-1455
Q8N1W2_chainsaw_001	379-514
Q8N1W2_chainsaw_002	519-663
Q8N1Y9_chainsaw_001	136-224
Q8N201_chainsaw_001	121-716_720-762_764-770_772-772
Q8N201_chainsaw_002	763-763_771-771_773-863_866-868
Q8N201_chainsaw_003	864-865_869-1249
Q8N201_chainsaw_004	1255-1488
Q8N201_chainsaw_005	1497-1822
Q8N201_chainsaw_006	1835-2185
Q8N205_chainsaw_001	98-217
Q8N228_chainsaw_001	96-203
Q8N228_chainsaw_002	331-411
Q8N239_chainsaw_001	9-119
Q8N239_chainsaw_002	120-274_628-643
Q8N239_chainsaw_003	280-622
Q8N257_chainsaw_001	38-125
Q8N264_chainsaw_001	22-128
Q8N264_chainsaw_002	137-328
Q8N264_chainsaw_003	638-733
Q8N271_chainsaw_001	31-229_379-564_752-806
Q8N271_chainsaw_002	230-378_565-751
Q8N283_chainsaw_001	19-251
Q8N283_chainsaw_002	293-999
Q8N292_chainsaw_001	4-47
Q8N2A0_chainsaw_001	77-143
Q8N2A8_chainsaw_001	39-213
Q8N2C3_chainsaw_001	59-160
Q8N2C3_chainsaw_002	201-248
Q8N2C7_chainsaw_001	20-238_316-373_560-686
Q8N2C7_chainsaw_002	785-812_814-818_820-851
Q8N2C7_chainsaw_003	813-813_819-819_852-963_1145-1362
Q8N2C7_chainsaw_004	1843-1991_2086-2240
Q8N2C7_chainsaw_005	1997-2085
